,Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q42A,scores
31172,4,2,4,4,2,4,4,4,4,2,4,4,4,4,4,4,2,4,2,4,70
31173,3,3,4,4,3,4,3,2,3,4,2,3,2,3,3,3,3,4,4,2,62
31174,2,2,2,2,2,4,2,3,2,3,2,3,2,2,3,2,2,2,2,2,46
31175,3,4,1,2,2,4,4,2,4,2,2,2,4,4,2,4,2,4,3,4,59
31176,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,24
31177,2,1,2,4,2,4,2,2,3,4,1,4,4,3,4,4,2,2,4,2,56
31178,3,2,4,3,2,4,3,2,3,3,2,2,3,4,2,3,4,4,2,2,57
31179,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,2,4,4,4,4,75
31180,3,2,4,4,4,4,2,2,4,2,3,2,3,3,4,1,4,4,3,4,62
31181,3,2,3,4,2,4,1,2,3,4,2,3,2,3,2,1,3,2,3,3,52
31182,2,4,3,4,4,3,4,3,4,2,4,4,4,3,2,4,3,4,4,4,69
31183,4,3,3,4,4,3,1,4,4,2,4,3,4,2,3,2,2,2,4,2,60
31184,1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,28
31185,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,79
31186,2,2,3,3,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,54
31187,2,3,2,3,2,3,2,3,3,2,1,3,2,3,2,2,2,2,2,2,46
31188,1,1,1,2,1,2,1,1,4,1,1,1,3,1,1,2,1,1,2,2,30
31189,4,2,2,4,2,3,2,3,4,4,3,4,3,4,3,2,2,3,3,4,61
31190,3,4,3,2,4,4,4,4,4,3,3,4,2,4,4,2,3,4,4,4,69
31191,2,2,2,3,2,2,2,3,3,3,2,2,2,3,3,1,2,2,3,4,48
31192,2,4,4,3,2,4,4,3,3,3,3,3,2,4,3,1,2,4,3,4,61
31193,3,4,4,3,4,3,3,4,4,2,3,4,4,4,4,4,4,4,3,3,71
31194,1,3,1,1,1,1,1,1,1,3,3,3,3,1,2,3,1,1,1,3,35
31195,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,29
31196,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,24
31197,2,2,1,2,2,3,2,3,3,2,2,1,1,2,1,2,1,2,2,2,38
31198,3,3,2,4,3,2,2,3,4,3,3,3,3,2,3,2,2,2,4,4,57
31199,4,4,4,4,4,4,4,4,4,1,4,4,3,4,3,3,4,4,3,4,73
31200,4,3,3,4,3,4,3,4,4,4,4,3,4,4,2,4,4,4,3,2,70
31201,2,4,3,3,3,2,1,2,4,1,3,3,3,1,3,2,2,2,2,4,50
31202,2,2,2,3,3,4,2,2,2,3,2,4,3,2,3,2,1,2,3,2,49
31203,2,3,2,3,3,2,2,4,2,3,3,3,3,2,3,3,3,2,3,3,54
31204,3,2,3,4,4,4,4,4,4,3,4,2,3,4,2,4,2,4,4,3,67
31205,4,3,3,4,4,4,3,3,4,4,3,3,4,4,2,4,4,4,4,3,71
31206,1,2,2,2,3,1,2,1,2,1,2,1,1,1,3,1,1,4,1,1,33
31207,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,25
31208,4,4,4,3,4,3,4,4,3,3,4,2,2,3,2,2,4,3,3,4,65
31209,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39
31210,4,3,4,4,3,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,75
31211,3,2,2,4,1,3,4,2,3,3,1,2,4,3,3,1,2,4,4,4,55
31212,2,3,3,2,2,3,2,2,3,2,2,3,3,2,2,2,2,2,4,3,49
31213,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,28
31214,4,4,4,4,4,4,4,2,4,4,4,2,3,4,1,4,4,4,4,4,72
31215,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,2,74
31216,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,28
31217,4,3,4,3,3,2,1,3,3,4,3,1,3,2,1,3,2,4,2,4,55
31218,1,1,1,2,3,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,28
31219,1,2,3,2,2,2,2,3,2,2,1,2,2,2,2,1,1,2,1,2,37
31220,2,2,3,3,4,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,55
31221,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,25
31222,1,3,1,4,4,1,1,3,2,4,4,4,2,1,4,1,1,1,2,3,47
31223,2,4,4,4,4,4,4,4,2,4,2,2,4,4,2,4,4,4,4,4,70
31224,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
31225,2,2,3,4,2,4,3,2,4,3,2,2,2,4,3,2,2,3,4,2,55
31226,3,1,3,4,4,4,4,4,3,3,3,2,2,4,2,2,1,4,3,3,59
31227,2,3,2,3,3,2,3,2,3,3,3,2,2,3,2,2,2,2,3,4,51
31228,1,3,1,2,1,3,1,1,3,2,2,2,1,2,2,1,1,1,2,3,35
31229,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,4,2,4,73
31230,4,4,4,4,4,4,4,2,4,4,2,2,4,3,3,4,4,4,4,4,72
31231,2,1,3,2,2,1,2,3,4,2,2,1,1,3,1,1,2,3,2,3,41
31232,4,4,4,4,4,4,4,4,4,3,4,3,2,4,3,1,4,4,2,4,70
31233,4,4,3,4,4,3,2,4,4,4,4,4,4,2,2,4,4,2,4,4,70
31234,1,1,1,2,1,1,1,1,2,2,2,2,4,1,2,3,1,1,1,3,33
31235,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,23
31236,2,3,2,2,2,2,1,2,3,1,2,2,1,2,2,1,1,1,2,3,37
31237,1,2,3,3,3,4,3,1,2,2,1,1,3,2,2,1,3,3,3,3,46
31238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
31239,3,3,4,3,3,3,4,3,4,3,2,2,2,4,2,3,3,3,2,4,60
31240,2,2,3,3,3,3,3,3,3,2,2,3,2,2,3,2,3,3,2,3,52
31241,2,1,2,4,3,3,4,3,3,1,1,1,4,4,1,2,2,2,3,2,48
31242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,22
31243,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
31244,1,2,1,1,1,1,2,1,1,2,1,3,2,1,2,1,1,1,3,2,30
31245,2,2,1,3,2,1,1,2,4,2,3,2,2,1,1,2,2,1,3,2,39
31246,2,1,2,1,1,1,1,3,2,2,2,1,3,2,1,3,2,2,2,1,35
31247,2,4,2,3,3,2,2,2,3,3,2,4,4,2,3,4,2,2,3,3,55
31248,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,74
31249,2,3,4,3,4,4,2,2,4,3,3,1,1,4,1,2,3,4,1,2,53
31250,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,23
31251,2,4,2,3,2,2,2,3,2,4,2,4,3,2,3,4,3,2,2,2,53
31252,2,4,4,2,3,4,4,4,2,4,4,4,4,2,4,4,4,3,4,3,69
31253,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,32
31254,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,27
31255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
31256,2,2,2,2,2,2,2,2,3,1,1,2,1,2,1,1,1,2,2,2,35
31257,2,4,4,4,4,3,2,3,3,3,4,3,4,3,3,4,3,4,2,3,65
31258,2,4,2,4,2,4,4,2,4,3,2,2,4,4,2,4,2,4,3,4,62
31259,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,42
31260,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,23
31261,2,4,4,4,2,4,4,2,4,3,2,1,2,4,2,3,4,4,2,3,60
31262,2,2,4,4,3,4,4,2,4,1,4,1,4,4,1,4,4,4,3,4,63
31263,2,2,1,3,1,1,1,2,2,2,2,2,3,2,1,2,1,2,3,2,37
31264,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,25
31265,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
31266,4,4,4,4,4,4,4,4,4,2,4,3,3,4,3,4,4,4,2,4,73
31267,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,22
31268,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,3,4,4,4,2,73
31269,1,3,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,2,28
31270,2,3,3,4,3,4,4,2,4,4,4,4,4,3,2,4,3,2,3,4,66
31271,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,64
31272,3,2,2,3,2,4,2,2,3,3,3,2,3,4,3,2,2,2,2,3,52
31273,1,1,1,1,1,3,1,2,1,2,2,3,1,1,1,1,1,1,1,1,27
31274,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,24
31275,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,77
31276,2,2,4,4,2,4,4,3,4,1,2,4,1,3,2,2,3,2,2,2,53
31277,4,4,2,3,4,3,3,4,2,3,4,4,2,4,3,3,2,2,3,3,62
31278,1,2,2,3,2,3,4,2,3,2,2,2,3,2,2,2,3,4,2,2,48
31279,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,30
31280,3,2,4,4,3,3,3,4,4,3,3,2,4,4,4,4,1,4,4,3,66
31281,3,4,2,2,2,2,3,2,4,2,2,4,4,4,4,2,4,4,3,3,60
31282,4,3,3,3,3,2,2,3,4,3,4,3,3,2,4,3,3,2,4,3,61
31283,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,3,35
31284,1,2,1,2,2,1,3,2,3,3,2,3,4,1,1,1,1,1,1,2,37
31285,2,3,1,4,2,2,1,1,3,3,4,2,4,2,1,3,4,1,3,2,48
31286,2,2,1,2,1,1,1,1,2,2,2,4,3,1,4,1,1,1,3,3,38
31287,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,30
31288,2,4,3,2,3,4,3,3,4,4,2,4,3,4,3,2,4,3,4,4,65
31289,3,3,4,4,4,4,4,3,4,3,3,3,3,4,3,2,4,2,3,1,64
31290,3,2,1,4,1,1,1,2,4,1,2,2,1,2,1,2,1,1,2,1,35
31291,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,24
31292,3,2,2,4,2,4,3,3,2,3,3,2,3,3,2,4,2,3,4,2,56
31293,3,4,4,4,2,4,4,2,4,2,3,4,4,4,4,4,4,4,4,4,72
31294,1,3,2,4,1,2,1,3,3,1,2,3,3,2,2,1,2,1,4,3,44
31295,3,4,3,4,3,4,4,3,4,2,4,4,4,4,4,1,4,3,4,2,68
31296,4,4,3,4,3,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,74
31297,4,3,4,4,4,2,4,4,4,3,4,3,2,2,2,1,4,3,4,4,65
31298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,21
31299,4,4,4,4,4,4,4,3,4,3,4,3,4,4,2,4,4,4,4,3,74
31300,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,4,4,3,4,73
31301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,24
31302,2,4,3,3,3,2,4,3,2,1,3,1,2,1,1,2,2,3,2,4,48
31303,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,3,31
31304,3,2,2,4,4,3,3,4,4,3,4,3,4,3,3,3,3,2,3,4,64
31305,3,3,3,4,4,4,4,1,2,1,1,2,4,4,4,1,4,4,1,2,56
31306,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,24
31307,2,2,1,2,1,1,1,3,3,3,2,2,1,2,3,1,1,2,1,2,36
31308,1,2,2,2,2,2,3,3,3,2,3,2,1,1,3,2,2,2,3,3,44
31309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,21
31310,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,21
31311,2,2,4,2,4,4,4,1,1,4,3,2,4,3,2,4,4,2,4,2,58
31312,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,46
31313,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,78
31314,1,3,2,2,2,2,1,1,3,3,2,1,1,2,1,1,1,2,1,3,35
31315,4,2,4,4,4,4,4,3,4,1,4,3,1,3,3,1,4,4,3,2,62
31316,2,3,1,2,1,2,1,2,1,1,2,2,4,1,2,2,2,1,2,3,37
31317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,21
31318,1,1,2,3,1,2,3,2,2,1,2,1,1,1,1,1,2,3,2,2,34
31319,2,2,2,2,2,4,1,3,2,2,2,2,2,2,2,3,2,3,3,2,45
31320,2,2,1,3,2,3,1,1,2,4,2,2,4,3,2,4,1,1,3,2,45
31321,2,4,4,3,4,3,4,2,4,3,2,4,4,4,3,4,4,4,3,4,69
31322,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,76
31323,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,4,1,1,2,2,33
31324,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,77
31325,2,1,1,3,1,3,2,2,2,1,1,3,1,3,3,1,2,2,2,2,38
31326,3,4,4,4,4,4,4,3,4,2,3,3,3,4,3,3,4,4,3,4,70
31327,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,78
31328,1,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,27
31329,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,1,1,1,2,1,26
31330,3,4,4,3,4,4,4,3,4,4,4,3,3,4,2,4,4,4,3,4,72
31331,1,2,2,1,1,2,1,3,2,2,1,1,1,1,1,1,2,1,1,2,29
31332,2,2,4,2,2,2,1,1,2,2,2,1,2,2,2,2,3,4,2,2,42
31333,2,3,4,4,4,3,4,3,4,4,4,4,3,4,4,3,4,3,4,4,72
31334,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,26
31335,3,1,1,1,1,2,1,1,1,2,1,2,3,1,2,1,1,1,1,1,28
31336,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,27
31337,2,4,2,4,4,3,2,3,3,2,3,4,3,2,2,3,2,2,2,4,56
31338,3,4,3,4,3,4,4,3,3,2,4,4,2,4,3,2,3,4,3,4,66
31339,2,3,2,2,4,3,3,3,2,3,2,4,2,3,3,2,3,3,3,3,55
31340,2,2,2,4,2,2,1,2,3,2,2,4,3,2,4,2,1,1,2,3,46
31341,2,2,1,2,2,2,2,3,1,1,2,2,2,2,2,1,2,1,2,2,36
31342,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,34
31343,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,3,52
31344,2,2,3,3,3,2,1,4,2,3,3,4,3,2,3,3,2,1,3,3,52
31345,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,24
31346,1,3,2,3,3,3,2,2,3,3,3,2,1,3,3,2,3,2,2,4,50
31347,3,2,2,4,3,4,3,2,4,2,3,2,2,3,2,3,4,3,2,4,57
31348,1,3,1,2,1,4,1,1,3,3,1,1,3,3,2,3,1,1,4,1,40
31349,4,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,2,4,74
31350,2,2,3,2,3,3,3,3,2,4,2,3,3,3,3,2,2,2,3,2,52
31351,3,3,2,3,4,3,4,4,3,4,3,3,3,3,3,2,3,3,3,3,62
31352,3,2,3,3,2,3,3,2,3,3,3,2,4,3,3,2,3,4,2,2,55
31353,1,1,2,2,1,3,2,1,3,2,1,3,2,2,3,1,2,2,4,1,39
31354,2,3,2,2,2,2,3,2,3,3,2,3,2,2,3,1,3,2,3,3,48
31355,2,1,1,3,1,2,1,2,4,2,2,3,3,2,2,2,1,1,4,3,42
31356,4,4,4,4,4,4,4,4,2,4,4,3,2,4,3,4,4,4,4,3,73
31357,2,2,2,3,2,2,2,2,2,3,2,1,3,2,2,3,2,2,2,2,43
31358,2,4,4,3,3,4,4,3,4,3,2,3,3,4,3,2,4,4,3,4,66
31359,2,2,1,1,2,1,1,2,1,3,2,3,1,1,2,1,1,2,2,2,33
31360,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,22
31361,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,3,29
31362,3,4,3,4,4,3,4,4,3,4,4,3,3,4,4,1,4,4,4,3,70
31363,2,3,2,2,2,4,1,4,1,3,4,1,2,3,1,2,2,1,3,4,47
31364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,23
31365,3,3,4,3,2,4,4,4,4,3,3,3,3,4,4,3,4,4,3,4,69
31366,2,4,2,3,3,2,2,3,3,4,3,3,3,2,2,1,3,2,2,4,53
31367,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,4,2,3,3,3,63
31368,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,42
31369,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2,29
31370,2,2,3,2,2,4,2,2,2,2,1,2,1,2,1,1,2,2,1,2,38
31371,1,1,1,1,1,1,1,1,2,4,2,2,1,1,2,2,1,1,2,2,30
31372,1,3,1,2,1,1,1,1,2,1,1,2,1,1,3,1,2,1,1,3,30
31373,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,77
31374,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,39
31375,2,2,2,4,3,4,2,4,4,4,3,3,3,4,3,4,3,2,4,3,63
31376,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,27
31377,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,3,1,29
31378,1,4,1,2,2,3,4,1,4,3,4,3,2,3,1,1,1,3,2,4,49
31379,1,1,2,2,2,4,1,1,2,2,2,2,2,2,2,1,2,2,2,1,36
31380,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,25
31381,1,1,1,1,1,2,1,1,1,2,2,2,3,1,2,1,3,1,2,2,31
31382,1,3,2,2,3,3,2,3,2,4,3,3,3,3,3,3,3,1,3,3,53
31383,1,2,1,1,1,3,2,1,1,3,1,2,2,1,1,1,1,1,1,1,28
31384,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,37
31385,1,1,1,3,1,1,1,1,3,2,2,2,1,1,2,1,1,2,2,1,30
31386,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,44
31387,2,2,3,3,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,43
31388,2,1,1,1,1,2,3,2,1,2,2,2,2,3,2,1,1,2,1,2,34
31389,2,3,2,2,2,4,2,4,2,3,2,3,2,3,2,2,2,3,3,3,51
31390,2,4,3,4,2,2,2,3,3,2,2,2,4,2,2,2,4,2,3,3,53
31391,3,2,2,3,3,4,4,2,4,2,2,1,3,4,2,2,2,4,2,3,54
31392,1,1,2,2,2,1,1,1,1,1,1,1,2,1,3,1,1,1,3,2,29
31393,1,4,4,4,4,4,4,2,4,4,2,4,4,3,3,1,4,4,4,4,68
31394,2,3,2,3,4,2,2,2,3,3,2,3,3,3,4,3,3,3,2,2,54
31395,2,4,3,3,3,3,3,4,2,3,3,4,4,4,3,4,2,3,2,3,62
31396,1,2,1,1,1,1,1,2,2,3,1,2,3,1,2,2,1,1,2,3,33
31397,2,2,2,3,2,4,2,2,3,2,3,2,3,2,2,3,2,4,2,2,49
31398,3,3,3,2,2,3,3,3,1,2,3,2,3,1,2,3,2,2,2,3,48
31399,2,4,2,3,3,3,2,2,2,3,2,3,2,3,1,1,3,3,1,3,48
31400,3,3,3,4,4,4,4,4,4,3,4,3,2,4,2,3,3,4,3,3,67
31401,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,24
31402,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,77
31403,3,2,3,1,4,3,1,3,2,1,3,4,1,4,3,1,2,2,4,4,51
31404,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,79
31405,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
31406,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,31
31407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
31408,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,76
31409,2,4,4,1,3,2,1,3,1,1,3,2,1,2,2,1,4,2,1,3,43
31410,1,2,2,2,3,1,2,2,2,2,3,1,1,1,2,1,2,1,1,2,34
31411,1,1,1,2,1,1,1,1,2,2,3,1,2,1,2,1,1,1,1,2,28
31412,2,4,3,4,4,4,4,4,4,4,2,3,1,4,4,4,2,4,2,3,66
31413,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,24
31414,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,1,1,1,2,1,27
31415,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
31416,1,2,1,4,4,4,3,2,4,1,4,2,2,4,3,2,1,4,4,4,56
31417,3,2,2,3,2,3,1,2,3,2,2,3,3,3,1,3,2,1,2,3,46
31418,3,3,3,3,3,4,3,4,4,4,3,3,3,4,3,4,3,3,3,4,67
31419,2,2,1,4,1,1,1,2,4,1,2,1,3,1,1,3,1,2,2,2,37
31420,2,3,4,4,4,4,4,4,4,4,3,4,2,4,3,4,4,4,3,2,70
31421,2,2,3,4,3,4,3,4,3,3,3,3,2,4,3,3,3,4,3,3,62
31422,2,3,3,3,3,3,4,3,3,2,2,4,2,3,2,3,3,3,3,4,58
31423,3,3,3,4,4,3,3,4,4,3,3,3,2,3,4,3,4,3,3,3,65
31424,3,4,4,4,4,4,4,2,4,1,4,2,1,4,2,2,3,4,4,3,63
31425,3,3,2,3,1,3,1,2,4,2,2,2,2,2,3,2,1,2,3,3,46
31426,1,2,1,2,3,1,1,1,1,2,1,2,1,1,3,1,1,1,2,1,29
31427,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,26
31428,2,2,4,4,4,4,1,2,4,2,2,2,3,3,2,1,1,2,4,2,51
31429,4,3,4,4,4,4,4,4,4,2,3,4,3,4,3,3,3,4,3,3,70
31430,2,3,3,2,1,2,1,1,2,2,1,2,2,3,1,1,1,2,3,4,39
31431,1,4,4,3,2,2,3,3,3,4,1,1,3,3,1,1,4,2,3,4,52
31432,2,2,4,2,3,4,4,3,3,1,2,1,4,3,3,2,4,4,3,3,57
31433,3,4,2,3,3,4,2,3,3,1,3,1,3,4,1,3,3,4,1,3,54
31434,1,2,1,1,1,2,1,1,4,4,1,1,2,2,2,2,1,1,2,1,33
31435,3,4,3,4,3,4,4,3,4,2,3,2,2,4,3,1,3,4,2,2,60
31436,2,2,2,3,2,2,1,1,2,4,3,3,2,2,3,2,1,2,3,3,45
31437,3,3,4,4,4,4,3,4,4,4,3,3,3,4,3,4,2,4,3,4,70
31438,2,4,2,2,2,2,2,3,3,4,2,1,3,2,1,1,4,2,2,4,48
31439,3,4,4,4,3,4,4,3,4,3,3,1,3,4,1,1,3,4,3,3,62
31440,2,4,3,4,3,4,3,3,4,1,3,2,2,3,2,1,3,2,1,3,53
31441,2,3,3,4,3,4,4,3,4,3,4,4,4,4,2,4,2,4,4,4,69
31442,3,3,1,4,4,4,1,4,2,3,3,3,1,1,4,3,2,1,1,2,50
31443,1,3,3,2,2,2,2,1,3,4,3,3,2,3,3,3,3,3,2,3,51
31444,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
31445,3,4,3,4,3,4,3,4,4,3,4,3,3,4,4,2,3,4,4,4,70
31446,3,2,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,29
31447,2,3,2,1,3,4,4,2,2,2,2,3,2,4,2,4,3,4,2,3,54
31448,3,3,2,4,3,4,4,2,4,3,2,2,4,4,3,3,3,4,4,3,64
31449,2,2,3,4,3,4,2,3,3,2,2,3,3,4,2,2,3,1,3,2,53
31450,4,1,1,3,1,3,1,1,3,1,1,2,1,2,2,1,2,1,1,3,35
31451,2,2,1,3,2,3,2,2,2,2,3,2,2,4,2,3,2,2,2,3,46
31452,3,3,3,4,4,4,4,3,4,3,3,2,3,4,2,4,3,2,4,3,65
31453,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,27
31454,2,1,2,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,27
31455,1,1,1,2,1,1,1,1,2,1,1,3,1,3,1,1,1,1,2,1,27
31456,3,3,3,3,3,2,3,2,2,3,3,4,3,2,4,2,3,4,3,2,57
31457,1,4,4,4,4,4,4,4,1,4,2,4,2,4,1,1,4,3,4,4,63
31458,4,4,4,4,4,2,4,4,4,2,4,2,3,2,1,2,4,4,3,4,65
31459,3,3,2,3,3,4,3,3,2,3,3,2,3,4,2,2,2,3,3,3,56
31460,4,2,4,4,2,3,3,3,2,1,3,3,2,4,2,2,3,4,2,3,56
31461,2,3,3,3,3,4,3,3,3,1,3,3,1,3,3,1,3,3,4,3,55
31462,1,2,2,3,2,3,2,1,2,3,2,3,3,2,2,2,2,3,2,2,44
31463,4,3,4,4,2,4,4,2,4,4,2,3,3,4,2,4,4,4,1,4,66
31464,3,4,3,4,3,4,2,3,4,1,4,2,2,4,1,1,3,2,1,4,55
31465,1,2,2,2,3,1,2,3,1,1,4,4,3,2,1,1,2,2,1,4,42
31466,3,3,4,4,3,4,4,3,4,4,4,2,4,4,2,4,4,4,2,3,69
31467,4,4,2,4,4,2,4,3,1,4,4,4,1,4,4,2,4,4,4,3,66
31468,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
31469,2,2,2,2,2,2,1,2,3,1,2,2,3,2,3,1,2,1,4,3,42
31470,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,25
31471,2,1,3,3,3,1,3,2,3,1,2,4,3,2,4,3,3,2,3,3,51
31472,2,4,4,4,4,4,3,3,4,1,4,3,1,4,3,1,4,4,3,4,64
31473,2,4,2,4,4,2,3,3,4,3,2,4,3,2,4,1,2,2,4,4,59
31474,4,3,3,4,4,4,3,4,4,3,3,3,2,3,3,4,4,3,3,3,67
31475,4,4,3,4,3,4,4,3,4,1,2,3,1,4,2,3,4,4,1,4,62
31476,2,3,2,2,3,1,2,1,2,1,2,3,2,2,2,1,2,2,2,2,39
31477,1,2,1,2,2,4,1,1,1,4,3,4,2,2,4,2,1,1,3,2,43
31478,1,2,1,1,1,1,1,2,1,3,2,4,4,1,3,4,1,1,4,2,40
31479,3,2,4,4,3,1,2,4,4,3,2,3,3,2,1,2,4,2,3,2,54
